Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-08-18 00:00:00+05:30,57.128443213214226,57.96243231361079,57.128443213214226,57.2535400390625,1463935,0.0,0.0
2015-08-19 00:00:00+05:30,57.37864740740049,59.29682633891937,56.961651095208616,58.04583740234375,2866399,0.0,0.0
2015-08-20 00:00:00+05:30,58.04583219700416,58.29603269825804,54.20947467799704,55.543861389160156,3030341,0.0,0.0
2015-08-21 00:00:00+05:30,54.79327173306101,56.08595961895739,53.87588121286869,55.794063568115234,2649302,0.0,0.0
2015-08-24 00:00:00+05:30,53.458887584958255,54.62647526743915,48.58003526764277,49.78932189941406,4692992,0.0,0.0
2015-08-25 00:00:00+05:30,50.87350611698906,51.749197638153426,48.454929697605074,51.499000549316406,10220927,0.0,0.0
2015-08-26 00:00:00+05:30,51.16540200858005,52.45808972795795,50.37310843203575,51.87429428100586,4398975,0.0,0.0
2015-08-27 00:00:00+05:30,52.624891433147255,52.91679089979423,51.29050462138023,52.4163932800293,6106281,0.0,0.0
2015-08-28 00:00:00+05:30,53.29207934692151,54.29287106284329,52.791685199195314,53.37548065185547,4304982,0.0,0.0
2015-08-31 00:00:00+05:30,53.37548242175823,54.126073668236735,53.08358297551423,53.583980560302734,1513572,0.0,0.0
2015-09-01 00:00:00+05:30,53.71065095522351,53.96400259223932,51.93718603251711,52.992820739746094,2634169,0.744091,0.0
2015-09-02 00:00:00+05:30,53.03505216966661,53.879560042684766,52.528348831294196,52.86614990234375,2433598,0.0,0.0
2015-09-03 00:00:00+05:30,53.20395585717604,54.04846375273685,53.11950645305846,53.75288391113281,1687722,0.0,0.0
2015-09-04 00:00:00+05:30,53.96400061311999,53.96400061311999,52.3594379951364,53.33061981201172,3372752,0.0,0.0
2015-09-07 00:00:00+05:30,53.203949302710576,53.87955484320869,52.359441511188976,52.6550178527832,1727700,0.0,0.0
2015-09-08 00:00:00+05:30,52.95059969232714,53.879556913252955,52.35944352283072,53.583980560302734,2763116,0.0,0.0
2015-09-09 00:00:00+05:30,54.175135295197926,54.428486959157624,53.75288136739973,53.96400833129883,2006774,0.0,0.0
2015-09-10 00:00:00+05:30,53.20395885509433,54.47072076981461,53.03505657374566,54.217369079589844,1530262,0.0,0.0
2015-09-11 00:00:00+05:30,54.386259331507986,54.72406384100111,53.79510663528889,54.09068298339844,1430330,0.0,0.0
2015-09-14 00:00:00+05:30,55.737470040193735,56.96200704877751,55.399668996733446,56.58197784423828,5214553,0.0,0.0
2015-09-15 00:00:00+05:30,56.41307282194882,56.91977955766385,56.0330470996572,56.117496490478516,2400322,0.0,0.0
2015-09-16 00:00:00+05:30,56.58198184250197,56.8353335088988,55.86415154377828,56.62420654296875,2064441,0.0,0.0
2015-09-18 00:00:00+05:30,57.00423326120448,58.397669096752395,56.919783863994056,58.10209274291992,4047288,0.0,0.0
2015-09-21 00:00:00+05:30,58.52434510082157,59.11549779277604,55.399668996733446,56.58197784423828,105293187,0.0,0.0
2015-09-22 00:00:00+05:30,57.84874553069602,57.84874553069602,55.35745002209171,55.610801696777344,4520993,0.0,0.0
2015-09-23 00:00:00+05:30,54.89297137456869,56.1175050461486,54.59739153443858,55.610801696777344,3181832,0.0,0.0
2015-09-24 00:00:00+05:30,55.610800429941904,56.07527906688393,55.188546493886214,55.39967346191406,2392855,0.0,0.0
2015-09-28 00:00:00+05:30,55.568579374456284,56.075282745525314,55.23077481801267,55.357452392578125,1393812,0.0,0.0
2015-09-29 00:00:00+05:30,54.89296868076486,55.52634610459861,54.17513493018675,55.14632034301758,2374579,0.0,0.0
2015-09-30 00:00:00+05:30,55.48412088273362,56.877560207405814,55.48412088273362,56.370853424072266,3189988,0.0,0.0
2015-10-01 00:00:00+05:30,56.83533059166732,56.96200815016172,55.990822771293864,56.75088119506836,2204311,0.0,0.0
2015-10-05 00:00:00+05:30,57.00423920386738,57.342043755117,56.624209949610645,57.17314147949219,2712434,0.0,0.0
2015-10-06 00:00:00+05:30,57.553163428890485,57.553163428890485,56.83532971449422,57.25758361816406,2282944,0.0,0.0
2015-10-07 00:00:00+05:30,57.08868498425556,57.76429404384776,57.046460283930074,57.215362548828125,2657053,0.0,0.0
2015-10-08 00:00:00+05:30,57.426491148702986,57.722067522991104,57.04646190776383,57.51094055175781,2284434,0.0,0.0
2015-10-09 00:00:00+05:30,57.76429295053927,58.05986931081937,57.42648842713681,57.679840087890625,2303724,0.0,0.0
2015-10-12 00:00:00+05:30,57.67983880957581,58.01764332549176,57.25758489647887,57.468711853027344,1515438,0.0,0.0
2015-10-13 00:00:00+05:30,57.51094055175781,57.764295688114736,57.34204174564816,57.51094055175781,918576,0.0,0.0
2015-10-14 00:00:00+05:30,57.67983755609631,58.059866762344086,57.42648590646309,57.89096450805664,1515707,0.0,0.0
2015-10-15 00:00:00+05:30,58.1020940165332,59.19995005871795,57.84874235575241,58.3132209777832,2365303,0.0,0.0
2015-10-16 00:00:00+05:30,58.27099626284724,58.608800806275276,57.67984350724256,58.22877502441406,1007670,0.0,0.0
2015-10-19 00:00:00+05:30,58.017642974853516,58.439896885398504,57.84874071791633,58.017642974853516,1055168,0.0,0.0
2015-10-20 00:00:00+05:30,58.270995898046706,58.52435103582976,57.679843146142886,58.144325256347656,1312898,0.0,0.0
2015-10-21 00:00:00+05:30,58.439897631424344,59.19994913835438,57.933190854144314,58.18654251098633,1626719,0.0,0.0
2015-10-23 00:00:00+05:30,58.6087947592834,58.86214987251252,57.722062253769195,57.89096450805664,927246,0.0,0.0
2015-10-26 00:00:00+05:30,58.651023626109385,58.81992241883273,57.215359642789274,57.342037200927734,2003188,0.0,0.0
2015-10-27 00:00:00+05:30,57.25758361816406,57.553163428890485,57.00423196868134,57.25758361816406,1004289,0.0,0.0
