Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-08-18 00:00:00+05:30,66.4669679079129,67.66309306142817,64.00636237741826,65.930419921875,82166,0.0,0.0
2015-08-19 00:00:00+05:30,65.97485114916981,66.84631281407577,65.97485114916981,66.1628189086914,40404,0.0,0.0
2015-08-20 00:00:00+05:30,66.16281600245033,66.28584519203817,64.7650563531923,65.14439392089844,36736,0.0,0.0
2015-08-21 00:00:00+05:30,64.93251626502038,65.14098403587252,63.23060013093461,64.26610565185547,181160,0.0,0.0
2015-08-24 00:00:00+05:30,63.90726069917622,63.90726069917622,54.68000952525989,59.13984680175781,136374,0.0,0.0
2015-08-25 00:00:00+05:30,59.129601682405934,60.55469841461806,57.755765899435126,59.765254974365234,127470,0.0,0.0
2015-08-26 00:00:00+05:30,59.80285538770029,60.824687012992705,58.10777246814468,60.32573318481445,68040,0.0,0.0
2015-08-27 00:00:00+05:30,60.01473841335048,62.81709146602371,59.93613682487776,62.11308288574219,57568,0.0,0.0
2015-08-28 00:00:00+05:30,62.950375917396116,63.541605339308525,62.198526638332964,62.88544464111328,49070,0.0,0.0
2015-08-31 00:00:00+05:30,62.88202160414171,62.88202160414171,60.85885843955477,61.4774284362793,97510,0.0,0.0
2015-09-01 00:00:00+05:30,61.10491207220284,61.10491207220284,59.92587382785873,60.609375,40334,0.0,0.0
2015-09-02 00:00:00+05:30,60.01131558083423,61.85676811377633,59.32781437231607,61.5321044921875,130410,0.0,0.0
2015-09-03 00:00:00+05:30,61.17326806772779,62.649629480175996,60.8417710871045,62.225860595703125,50344,0.0,0.0
2015-09-04 00:00:00+05:30,62.26686646637257,62.53001550489066,60.21636637690058,61.90119552612305,95032,0.0,0.0
2015-09-07 00:00:00+05:30,61.51502236853556,62.19510700465195,61.183525368136905,61.525272369384766,44114,0.0,0.0
2015-09-08 00:00:00+05:30,61.51502096828249,61.846517961135355,60.58887792830361,61.579952239990234,67200,0.0,0.0
2015-09-09 00:00:00+05:30,62.82050822494217,62.82050822494217,61.58336820739372,62.12333297729492,45682,0.0,0.0
2015-09-10 00:00:00+05:30,61.634629414767396,61.92511908528017,61.446668945880184,61.61754608154297,67914,0.0,0.0
2015-09-11 00:00:00+05:30,61.92511300240364,62.130164084942955,61.44666291000159,61.58335876464844,66080,0.0,0.0
2015-09-14 00:00:00+05:30,62.47874945086063,62.47874945086063,61.378319989034026,61.64487838745117,41664,0.0,0.0
2015-09-15 00:00:00+05:30,61.7884181227095,62.195103675947564,59.80626956030234,62.06181716918945,115430,0.0,0.0
2015-09-16 00:00:00+05:30,61.92511908528017,62.0618149533546,61.518433546562285,61.61754608154297,55160,0.0,0.0
2015-09-18 00:00:00+05:30,61.86019426135758,62.88544258098649,61.51502328743349,61.624385833740234,93772,0.0,0.0
2015-09-21 00:00:00+05:30,60.98189914704536,71.83588065182435,60.98189914704536,61.68248748779297,118636,0.0,0.0
2015-09-22 00:00:00+05:30,61.93195138653528,62.56077135068033,61.51501585483055,61.64487838745117,33628,0.0,0.0
2015-09-23 00:00:00+05:30,61.51843159239647,63.01871323033152,61.51159825932376,62.362552642822266,50708,0.0,0.0
2015-09-24 00:00:00+05:30,62.40355949965388,62.74872308326398,62.003707356539074,62.215599060058594,44310,0.0,0.0
2015-09-28 00:00:00+05:30,61.925117961137886,63.216931853953284,61.51501576321979,61.63462829589844,29624,0.0,0.0
2015-09-29 00:00:00+05:30,61.68247795294895,62.19851873106566,61.51501748229123,61.6483039855957,44940,0.0,0.0
