Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-08-18 00:00:00+05:30,70.60134845013587,71.0539211966111,67.34282605665663,68.61003112792969,1595635,0.0,0.0
2015-08-19 00:00:00+05:30,68.15745274460104,69.69619719307259,67.11653413265311,68.06693267822266,1343554,0.0,0.0
2015-08-20 00:00:00+05:30,67.88591079890026,68.61002994303996,66.25664617744187,66.61870574951172,1691343,0.0,0.0
2015-08-21 00:00:00+05:30,65.30625212935036,67.79540236576852,64.5368798010545,66.79974365234375,1124679,0.0,0.0
2015-08-24 00:00:00+05:30,64.17481721929596,64.80841630590686,53.76564398743749,55.89273452758789,2617054,0.0,0.0
2015-08-25 00:00:00+05:30,56.073772059258,64.17482607912302,54.44451062773671,59.51332473754883,3196652,0.0,0.0
2015-08-26 00:00:00+05:30,58.42714154318291,65.80407143401739,57.476736058668266,62.274009704589844,3976511,0.0,0.0
2015-08-27 00:00:00+05:30,63.722247433447876,67.97642871158669,63.722247433447876,66.79974365234375,3197823,0.0,0.0
2015-08-28 00:00:00+05:30,68.33848949848593,69.5151814839237,65.98511243332297,67.52385711669922,2071115,0.0,0.0
2015-08-31 00:00:00+05:30,67.02603537395775,71.2802169908064,65.89460335823067,68.8363265991211,4319084,0.0,0.0
2015-09-01 00:00:00+05:30,68.33849309057554,68.33849309057554,62.09298704287705,63.722251892089844,4124953,0.0,0.0
2015-09-02 00:00:00+05:30,65.07996140686814,65.4420209800869,61.595152689275565,62.54555130004883,2256710,0.0,0.0
2015-09-03 00:00:00+05:30,63.26967652070418,67.70489118058565,62.99813008829225,66.8902587890625,2728305,0.0,0.0
2015-09-04 00:00:00+05:30,65.66831547175144,66.98077381806351,63.22441822955657,64.35585021972656,2446710,0.0,0.0
2015-09-07 00:00:00+05:30,65.62305222225002,66.70922411743675,59.92063250823847,61.278350830078125,2406390,0.0,0.0
2015-09-08 00:00:00+05:30,62.45505257799962,68.6100460291314,61.730933264085216,67.1165542602539,6754672,0.0,0.0
2015-09-09 00:00:00+05:30,70.32981006519195,71.41598892410194,68.3837525578565,70.60135650634766,3851904,0.0,0.0
2015-09-10 00:00:00+05:30,67.88591517825972,74.94605311908369,67.20705602647712,74.17667388916016,4893696,0.0,0.0
2015-09-11 00:00:00+05:30,75.12708071208922,75.98696622301489,73.2715295707707,74.04090881347656,3257636,0.0,0.0
2015-09-14 00:00:00+05:30,74.67450122548004,77.25416443212698,68.15745660808655,75.89644622802734,2922207,0.0,0.0
2015-09-15 00:00:00+05:30,76.43953138798167,76.57530458821864,73.54306867624803,74.4029541015625,2661978,0.0,0.0
2015-09-16 00:00:00+05:30,75.12708610150389,77.11840369371639,73.95039403883369,76.0774917602539,3005263,0.0,0.0
2015-09-18 00:00:00+05:30,75.76067477584718,77.84251216582261,74.40295654039679,74.99130249023438,3502358,0.0,0.0
2015-09-21 00:00:00+05:30,74.22194553266698,79.60755954988608,74.1766854865202,78.11407470703125,2202315,0.0,0.0
2015-09-22 00:00:00+05:30,80.6032073203598,80.82949368913597,75.85119357606003,76.39427947998047,3008652,0.0,0.0
2015-09-23 00:00:00+05:30,74.22193614069255,79.47178316658754,73.18101736245494,78.52137756347656,1889149,0.0,0.0
2015-09-24 00:00:00+05:30,78.29508843416086,80.24115270701947,76.30377102817813,79.06446075439453,2288365,0.0,0.0
2015-09-28 00:00:00+05:30,79.06446601054246,80.73898397312763,77.75200766558153,78.47611999511719,2170764,0.0,0.0
2015-09-29 00:00:00+05:30,76.75634850164764,80.78424359950596,75.71542969597364,79.60755157470703,2526100,0.0,0.0
2015-09-30 00:00:00+05:30,80.55794087980367,85.62675375626701,80.28639449657595,85.26469421386719,4488155,0.0,0.0
2015-10-01 00:00:00+05:30,85.9888135228224,90.51454055033936,79.290736140955,80.87474060058594,5649537,0.0,0.0
2015-10-05 00:00:00+05:30,81.91566942979479,85.08367874475924,80.92001074051986,84.58584594726562,3592728,0.0,0.0
2015-10-06 00:00:00+05:30,85.08367804449958,85.3099644222775,82.95658747452953,83.72595977783203,1961053,0.0,0.0
