Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-08-18 00:00:00+05:30,207.14981110964905,207.14981110964905,204.15958611725407,204.57127380371094,6630334,0.0,0.0
2015-08-19 00:00:00+05:30,204.54960976520962,208.23323248887783,203.5636971480745,206.84646606445312,8877298,0.0,0.0
2015-08-20 00:00:00+05:30,208.00572833172717,208.00572833172717,197.9949273876215,198.54747009277344,19008087,0.0,0.0
2015-08-21 00:00:00+05:30,197.18236299519964,197.5940651508793,194.3654656895752,196.7381591796875,20050521,0.0,0.0
2015-08-24 00:00:00+05:30,190.68186357670845,190.68186357670845,177.2474521882558,179.75015258789062,35635706,0.0,0.0
2015-08-25 00:00:00+05:30,182.1986505612096,186.4889995257233,178.37418761584553,183.7804412841797,49504268,0.0,0.0
2015-08-26 00:00:00+05:30,183.70463674068475,189.5551096965712,182.01450685907002,184.91807556152344,18955515,0.0,0.0
2015-08-27 00:00:00+05:30,187.82161864741838,190.952698806604,185.70895280472413,188.33082580566406,26997546,0.0,0.0
2015-08-28 00:00:00+05:30,189.59844131277868,191.33190670939808,187.66995147632863,189.03506469726562,10770215,0.0,0.0
2015-08-31 00:00:00+05:30,189.13255133754114,189.13255133754114,185.00472487707225,185.4597625732422,20708942,0.0,0.0
2015-09-01 00:00:00+05:30,185.02638818121142,185.02638818121142,180.95273125147588,181.9819793701172,21645696,0.0,0.0
2015-09-02 00:00:00+05:30,184.18133677390608,185.71979218121754,182.5778780420635,184.08383178710938,19652369,0.0,0.0
2015-09-03 00:00:00+05:30,185.05891477430148,186.5106991151108,182.96791659665965,185.0155792236328,11659978,0.0,0.0
2015-09-04 00:00:00+05:30,184.11632291823486,184.11632291823486,178.78589150241112,181.12608337402344,16199949,0.0,0.0
2015-09-07 00:00:00+05:30,181.63528233041902,182.88122264990997,179.34927446033484,180.54103088378906,10234633,0.0,0.0
2015-09-08 00:00:00+05:30,181.14776348148376,184.82055260877092,178.78590367545448,183.8779754638672,12900468,0.0,0.0
2015-09-09 00:00:00+05:30,186.5648612324831,190.4001585674475,184.2896725893102,189.392578125,17340694,0.0,0.0
2015-09-10 00:00:00+05:30,186.56486429745576,188.62336076513685,185.37309328784568,187.86495971679688,11074406,0.0,0.0
2015-09-11 00:00:00+05:30,188.9483629074899,189.83677053678613,185.52476795831817,186.55401611328125,10634833,0.0,0.0
2015-09-14 00:00:00+05:30,186.72736584482607,187.58327184894227,184.59303224251795,187.18240356445312,7964072,0.0,0.0
2015-09-15 00:00:00+05:30,186.7815420458562,188.51502189093662,185.39476106268572,187.86495971679688,11509788,0.0,0.0
2015-09-16 00:00:00+05:30,188.9700456795961,190.10763270367417,187.47492593257678,189.0675506591797,13424811,0.0,0.0
2015-09-18 00:00:00+05:30,190.34599521984015,194.90719207485822,190.064314142537,194.018798828125,34261453,0.0,0.0
2015-09-21 00:00:00+05:30,190.68185905070663,192.4586599979373,189.82595300742656,190.27015686035156,12732187,0.0,0.0
