Week,Symbol,down,no change,up
2022-09,HDFCBANK.NS,4,0,0
2022-09,TCS.NS,3,0,1
2022-10,HDFCBANK.NS,1,0,4
2022-10,TCS.NS,3,0,2
2022-11,HDFCBANK.NS,1,0,3
2022-11,TCS.NS,1,0,3
2022-12,HDFCBANK.NS,3,0,2
2022-12,TCS.NS,2,0,3
2022-13,HDFCBANK.NS,1,0,4
2022-13,TCS.NS,1,0,4
2022-14,HDFCBANK.NS,4,0,1
2022-14,TCS.NS,2,0,3
2022-15,HDFCBANK.NS,3,0,0
2022-15,TCS.NS,2,0,1
2022-16,HDFCBANK.NS,3,0,2
2022-16,TCS.NS,3,0,2
2022-17,HDFCBANK.NS,1,0,4
2022-17,TCS.NS,3,0,2
2022-18,HDFCBANK.NS,3,0,1
2022-18,TCS.NS,3,0,1
2022-19,HDFCBANK.NS,2,0,3
2022-19,TCS.NS,3,0,2
2022-20,HDFCBANK.NS,2,0,3
2022-20,TCS.NS,3,0,2
2022-21,HDFCBANK.NS,1,0,4
2022-21,TCS.NS,2,0,3
2022-22,HDFCBANK.NS,3,0,2
2022-22,TCS.NS,2,0,3
2022-23,HDFCBANK.NS,3,0,2
2022-23,TCS.NS,3,0,2
2022-24,HDFCBANK.NS,4,0,1
2022-24,TCS.NS,5,0,0
2022-25,HDFCBANK.NS,1,0,4
2022-25,TCS.NS,1,0,4
2022-26,HDFCBANK.NS,2,0,3
2022-26,TCS.NS,2,0,3
2022-27,HDFCBANK.NS,1,0,4
2022-27,TCS.NS,3,0,2
2022-28,HDFCBANK.NS,3,0,2
2022-28,TCS.NS,5,0,0
2022-29,HDFCBANK.NS,2,0,3
2022-29,TCS.NS,1,0,4
2022-30,HDFCBANK.NS,1,0,4
2022-30,TCS.NS,2,0,3
2022-31,HDFCBANK.NS,3,0,2
2022-31,TCS.NS,2,0,3
2022-32,HDFCBANK.NS,1,0,3
2022-32,TCS.NS,2,0,2
2022-33,HDFCBANK.NS,1,0,3
2022-33,TCS.NS,2,0,2
2022-34,HDFCBANK.NS,3,0,2
2022-34,TCS.NS,4,0,1
2022-35,HDFCBANK.NS,2,0,2
2022-35,TCS.NS,3,0,1
2022-36,HDFCBANK.NS,2,0,3
2022-36,TCS.NS,1,0,4
2022-37,HDFCBANK.NS,3,0,2
2022-37,TCS.NS,4,0,1
2022-38,HDFCBANK.NS,3,0,2
2022-38,TCS.NS,2,0,3
2022-39,HDFCBANK.NS,4,0,1
2022-39,TCS.NS,1,0,4
2022-40,HDFCBANK.NS,3,0,1
2022-40,TCS.NS,2,0,2
2022-41,HDFCBANK.NS,3,0,2
2022-41,TCS.NS,2,0,3
2022-42,HDFCBANK.NS,3,0,2
2022-42,TCS.NS,2,0,3
2022-43,HDFCBANK.NS,1,0,3
2022-43,TCS.NS,1,0,3
2022-44,HDFCBANK.NS,2,0,3
2022-44,TCS.NS,2,0,3
2022-45,HDFCBANK.NS,1,0,3
2022-45,TCS.NS,2,0,2
2022-46,HDFCBANK.NS,2,0,3
2022-46,TCS.NS,3,0,2
2022-47,HDFCBANK.NS,3,0,2
2022-47,TCS.NS,2,0,3
2022-48,HDFCBANK.NS,3,0,2
2022-48,TCS.NS,2,0,3
2022-49,HDFCBANK.NS,2,0,3
2022-49,TCS.NS,5,0,0
2022-50,HDFCBANK.NS,1,0,4
2022-50,TCS.NS,3,0,2
2022-51,HDFCBANK.NS,4,0,1
2022-51,TCS.NS,3,0,2
2022-52,HDFCBANK.NS,2,0,3
2022-52,TCS.NS,2,0,3
2023-01,HDFCBANK.NS,3,0,2
2023-01,TCS.NS,2,0,3
2023-02,HDFCBANK.NS,1,0,4
2023-02,TCS.NS,1,0,4
2023-03,HDFCBANK.NS,1,0,4
2023-03,TCS.NS,3,0,2
2023-04,HDFCBANK.NS,2,0,2
2023-04,TCS.NS,2,0,2
2023-05,HDFCBANK.NS,3,0,2
2023-05,TCS.NS,1,0,4
2023-06,HDFCBANK.NS,3,0,2
2023-06,TCS.NS,2,0,3
2023-07,HDFCBANK.NS,3,0,2
2023-07,TCS.NS,2,0,3
2023-08,HDFCBANK.NS,4,0,1
2023-08,TCS.NS,4,0,1
2023-09,HDFCBANK.NS,2,0,3
2023-09,TCS.NS,3,0,2
2023-10,HDFCBANK.NS,1,0,3
2023-10,TCS.NS,2,0,2
2023-11,HDFCBANK.NS,3,0,2
2023-11,TCS.NS,5,0,0
2023-12,HDFCBANK.NS,4,0,1
2023-12,TCS.NS,4,0,1
2023-13,HDFCBANK.NS,0,0,4
2023-13,TCS.NS,1,0,3
2023-14,HDFCBANK.NS,0,0,3
2023-14,TCS.NS,2,0,1
2023-15,HDFCBANK.NS,1,0,3
2023-15,TCS.NS,2,0,2
2023-16,HDFCBANK.NS,2,0,3
2023-16,TCS.NS,3,0,2
2023-17,HDFCBANK.NS,1,0,4
2023-17,TCS.NS,1,0,4
2023-18,HDFCBANK.NS,2,0,2
2023-18,TCS.NS,1,0,3
2023-19,HDFCBANK.NS,0,0,5
2023-19,TCS.NS,2,0,3
2023-20,HDFCBANK.NS,2,0,3
2023-20,TCS.NS,3,0,2
2023-21,HDFCBANK.NS,4,0,1
2023-21,TCS.NS,2,0,3
2023-22,HDFCBANK.NS,2,0,3
2023-22,TCS.NS,4,0,1
2023-23,HDFCBANK.NS,2,0,3
2023-23,TCS.NS,4,0,1
2023-24,HDFCBANK.NS,3,0,2
2023-24,TCS.NS,3,0,2
2023-25,HDFCBANK.NS,1,0,4
2023-25,TCS.NS,2,0,3
2023-26,HDFCBANK.NS,1,0,3
2023-26,TCS.NS,1,0,3
2023-27,HDFCBANK.NS,2,0,3
2023-27,TCS.NS,1,0,4
2023-28,HDFCBANK.NS,3,0,2
2023-28,TCS.NS,2,0,3
2023-29,HDFCBANK.NS,2,0,3
2023-29,TCS.NS,3,0,2
2023-30,HDFCBANK.NS,3,0,2
2023-30,TCS.NS,2,0,3
2023-31,HDFCBANK.NS,2,0,3
2023-31,TCS.NS,2,0,3
2023-32,HDFCBANK.NS,4,0,1
2023-32,TCS.NS,3,0,2
2023-33,HDFCBANK.NS,4,0,0
2023-33,TCS.NS,2,0,2
2023-34,HDFCBANK.NS,4,0,1
2023-34,TCS.NS,3,0,2
2023-35,HDFCBANK.NS,2,0,3
2023-35,TCS.NS,2,0,3
2023-36,HDFCBANK.NS,1,0,4
2023-36,TCS.NS,1,0,4
2023-37,HDFCBANK.NS,1,0,4
2023-37,TCS.NS,2,0,3
2023-38,HDFCBANK.NS,4,0,0
2023-38,TCS.NS,2,0,2
2023-39,HDFCBANK.NS,2,0,3
2023-39,TCS.NS,3,0,2
2023-40,HDFCBANK.NS,2,0,2
2023-40,TCS.NS,1,0,3
2023-41,HDFCBANK.NS,2,0,3
2023-41,TCS.NS,3,0,2
2023-42,HDFCBANK.NS,3,0,2
2023-42,TCS.NS,4,0,1
2023-43,HDFCBANK.NS,3,0,1
2023-43,TCS.NS,3,0,1
2023-44,HDFCBANK.NS,2,0,3
2023-44,TCS.NS,3,0,2
2023-45,HDFCBANK.NS,2,0,3
2023-45,TCS.NS,3,0,2
2023-46,HDFCBANK.NS,2,0,2
2023-46,TCS.NS,1,0,3
2023-47,HDFCBANK.NS,1,0,4
2023-47,TCS.NS,3,0,2
2023-48,HDFCBANK.NS,3,0,1
2023-48,TCS.NS,1,0,3
2023-49,HDFCBANK.NS,0,0,5
2023-49,TCS.NS,0,0,5
2023-50,HDFCBANK.NS,3,0,2
2023-50,TCS.NS,1,0,4
2023-51,HDFCBANK.NS,3,0,2
2023-51,TCS.NS,3,0,2
2023-52,HDFCBANK.NS,0,0,4
2023-52,TCS.NS,3,0,1
2024-00,HDFCBANK.NS,3,0,2
2024-00,TCS.NS,3,0,2
2024-01,HDFCBANK.NS,4,0,1
2024-01,TCS.NS,1,0,4
2024-02,HDFCBANK.NS,3,0,2
2024-02,TCS.NS,1,0,4
2024-03,HDFCBANK.NS,2,0,1
2024-03,TCS.NS,3,0,0
2024-04,HDFCBANK.NS,2,0,3
2024-04,TCS.NS,2,0,3
2024-05,HDFCBANK.NS,4,0,1
2024-05,TCS.NS,2,0,3
2024-06,HDFCBANK.NS,2,0,3
2024-06,TCS.NS,2,0,3
2024-07,HDFCBANK.NS,3,0,2
2024-07,TCS.NS,4,0,1
2024-08,HDFCBANK.NS,3,0,2
2024-08,TCS.NS,3,0,2
2024-09,HDFCBANK.NS,0,0,4
2024-09,TCS.NS,2,0,2
2024-10,HDFCBANK.NS,3,0,2
2024-10,TCS.NS,1,0,4
2024-11,HDFCBANK.NS,3,0,2
2024-11,TCS.NS,4,0,1
2024-12,HDFCBANK.NS,1,0,2
2024-12,TCS.NS,2,0,1
2024-13,HDFCBANK.NS,0,0,5
2024-13,TCS.NS,2,0,3
2024-14,HDFCBANK.NS,3,0,1
2024-14,TCS.NS,2,0,2
2024-15,HDFCBANK.NS,2,0,2
2024-15,TCS.NS,4,0,0
2024-16,HDFCBANK.NS,4,0,1
2024-16,TCS.NS,2,0,3
2024-17,HDFCBANK.NS,2,0,2
2024-17,TCS.NS,2,0,2
2024-18,HDFCBANK.NS,3,0,2
2024-18,TCS.NS,3,0,2
2024-19,HDFCBANK.NS,1,0,4
2024-19,TCS.NS,3,0,2
2024-20,HDFCBANK.NS,1,0,3
2024-20,TCS.NS,2,0,2
2024-21,HDFCBANK.NS,1,0,4
2024-21,TCS.NS,5,0,0
2024-22,HDFCBANK.NS,1,0,4
2024-22,TCS.NS,0,0,5
2024-23,HDFCBANK.NS,1,0,4
2024-23,TCS.NS,4,0,1
2024-24,HDFCBANK.NS,1,0,3
2024-24,TCS.NS,3,0,1
2024-25,HDFCBANK.NS,3,0,2
2024-25,TCS.NS,1,0,4
2024-26,HDFCBANK.NS,2,0,3
2024-26,TCS.NS,2,0,3
2024-27,HDFCBANK.NS,3,0,2
2024-27,TCS.NS,3,0,2
2024-28,HDFCBANK.NS,4,0,0
2024-28,TCS.NS,2,0,2
2024-29,HDFCBANK.NS,2,0,3
2024-29,TCS.NS,1,0,4
2024-30,HDFCBANK.NS,1,0,4
2024-30,TCS.NS,3,0,2
2024-31,HDFCBANK.NS,2,0,3
2024-31,TCS.NS,2,0,3
2024-32,HDFCBANK.NS,1,0,3
2024-32,TCS.NS,1,0,3
2024-33,HDFCBANK.NS,3,0,2
2024-33,TCS.NS,2,0,3
2024-34,HDFCBANK.NS,3,0,2
2024-34,TCS.NS,1,0,4
2024-35,HDFCBANK.NS,2,0,3
2024-35,TCS.NS,5,0,0
2024-36,HDFCBANK.NS,2,0,3
2024-36,TCS.NS,2,0,3
2024-37,HDFCBANK.NS,1,0,4
2024-37,TCS.NS,5,0,0
2024-38,HDFCBANK.NS,1,0,4
2024-38,TCS.NS,1,0,4
2024-39,HDFCBANK.NS,4,0,0
2024-39,TCS.NS,2,0,2
2024-40,HDFCBANK.NS,3,0,2
2024-40,TCS.NS,4,0,1
2024-41,HDFCBANK.NS,2,0,3
2024-41,TCS.NS,3,0,2
2024-42,HDFCBANK.NS,2,0,3
2024-42,TCS.NS,3,0,2
2024-43,HDFCBANK.NS,2,0,3
2024-43,TCS.NS,2,0,3
2024-44,HDFCBANK.NS,3,0,2
2024-44,TCS.NS,2,0,3
2024-45,HDFCBANK.NS,2,0,2
2024-45,TCS.NS,3,0,1
2024-46,HDFCBANK.NS,1,0,3
2024-46,TCS.NS,1,0,3
2024-47,HDFCBANK.NS,2,0,3
2024-47,TCS.NS,2,0,3
2024-48,HDFCBANK.NS,1,0,4
2024-48,TCS.NS,1,0,4
2024-49,HDFCBANK.NS,3,0,2
2024-49,TCS.NS,2,0,3
2024-50,HDFCBANK.NS,5,0,0
2024-50,TCS.NS,4,0,1
2024-51,HDFCBANK.NS,2,0,2
2024-51,TCS.NS,3,0,1
2024-52,HDFCBANK.NS,2,0,0
2024-52,TCS.NS,2,0,0
2025-00,HDFCBANK.NS,1,0,2
2025-00,TCS.NS,1,0,2
2025-01,HDFCBANK.NS,4,0,1
2025-01,TCS.NS,3,0,2
2025-02,HDFCBANK.NS,3,0,2
2025-02,TCS.NS,3,0,2
2025-03,HDFCBANK.NS,3,0,2
2025-03,TCS.NS,3,0,2
2025-04,HDFCBANK.NS,2,0,4
2025-04,TCS.NS,3,0,3
2025-05,HDFCBANK.NS,2,0,3
2025-05,TCS.NS,4,0,1
2025-06,HDFCBANK.NS,4,0,1
2025-06,TCS.NS,3,0,2
2025-07,HDFCBANK.NS,1,0,4
2025-07,TCS.NS,4,0,1
2025-08,HDFCBANK.NS,1,0,3
2025-08,TCS.NS,4,0,0
2025-09,HDFCBANK.NS,3,0,2
2025-09,TCS.NS,0,0,5
2025-10,HDFCBANK.NS,3,0,1
2025-10,TCS.NS,3,0,1
2025-11,HDFCBANK.NS,0,1,4
2025-11,TCS.NS,2,1,2
2025-12,HDFCBANK.NS,1,0,4
2025-12,TCS.NS,2,0,3
2025-13,HDFCBANK.NS,2,0,2
2025-13,TCS.NS,4,0,0
2025-14,HDFCBANK.NS,2,0,2
2025-14,TCS.NS,3,0,1
2025-15,HDFCBANK.NS,0,0,3
2025-15,TCS.NS,0,0,3
2025-16,HDFCBANK.NS,3,0,2
2025-16,TCS.NS,2,0,3
2025-17,HDFCBANK.NS,2,0,2
2025-17,TCS.NS,3,0,1
2025-18,HDFCBANK.NS,3,0,2
2025-18,TCS.NS,2,0,3
2025-19,HDFCBANK.NS,2,0,3
2025-19,TCS.NS,2,0,3
2025-20,HDFCBANK.NS,2,0,3
2025-20,TCS.NS,3,0,2
2025-21,HDFCBANK.NS,2,0,3
2025-21,TCS.NS,3,0,2
2025-22,HDFCBANK.NS,2,0,3
2025-22,TCS.NS,3,0,2
2025-23,HDFCBANK.NS,4,0,1
2025-23,TCS.NS,1,0,4
2025-24,HDFCBANK.NS,1,0,4
2025-24,TCS.NS,2,0,3
2025-25,HDFCBANK.NS,1,0,4
2025-25,TCS.NS,4,0,1
2025-26,HDFCBANK.NS,2,0,3
2025-26,TCS.NS,3,0,2
2025-27,HDFCBANK.NS,3,0,2
2025-27,TCS.NS,5,0,0
2025-28,HDFCBANK.NS,3,0,2
2025-28,TCS.NS,4,0,1
2025-29,HDFCBANK.NS,2,0,3
2025-29,TCS.NS,3,0,2
2025-30,HDFCBANK.NS,0,0,3
2025-30,TCS.NS,3,0,0
