Close,High,Low,Open,Volume,Symbol,Day,Week,Month,Change,Trend,Close,High,Low,Open,Volume
HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,,,,,,,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
513.0218505859375,516.0014244375401,508.65636154922504,511.3818951229694,4731094.0,HDFCBANK.NS,2015-07-30,2015-30,2015-07,,no change,,,,,
513.5299072265625,517.8491551820941,509.53400371619074,515.3545984641771,2824750.0,HDFCBANK.NS,2015-07-31,2015-30,2015-07,0.508056640625,up,,,,,
506.0232238769531,516.2323718086232,505.12238187693976,514.0380955078706,2172864.0,HDFCBANK.NS,2015-08-03,2015-31,2015-08,-7.506683349609375,down,,,,,
501.8887023925781,509.07209249726805,499.8099143560648,507.27046492080956,2695464.0,HDFCBANK.NS,2015-08-04,2015-31,2015-08,-4.134521484375,down,,,,,
504.5448303222656,507.0855707460269,501.31116069202403,504.5217665164835,2061390.0,HDFCBANK.NS,2015-08-05,2015-31,2015-08,2.6561279296875,up,,,,,
506.2772521972656,508.771809105842,501.4267468047638,504.40637680888403,1871856.0,HDFCBANK.NS,2015-08-06,2015-31,2015-08,1.732421875,up,,,,,
504.75274658203125,506.9932064211005,502.88181515466624,505.35325139757197,1613570.0,HDFCBANK.NS,2015-08-07,2015-31,2015-08,-1.524505615234375,down,,,,,
505.6767883300781,510.89682262762847,502.60479005389874,505.8384605781426,1977188.0,HDFCBANK.NS,2015-08-10,2015-32,2015-08,0.924041748046875,up,,,,,
505.6998596191406,507.61697559357805,500.872473964298,505.86158826033505,1363844.0,HDFCBANK.NS,2015-08-11,2015-32,2015-08,0.0230712890625,up,,,,,
494.4974365234375,505.7922182438121,493.227066106819,502.7895245318048,3002870.0,HDFCBANK.NS,2015-08-12,2015-32,2015-08,-11.202423095703125,down,,,,,
497.7773132324219,500.15632528375914,492.7188957193586,497.52321661008074,1732526.0,HDFCBANK.NS,2015-08-13,2015-32,2015-08,3.279876708984375,up,,,,,
508.97979736328125,509.8343990669742,498.86301619198247,500.3412431177896,1800830.0,HDFCBANK.NS,2015-08-14,2015-32,2015-08,11.202484130859375,up,,,,,
504.2216491699219,508.9797871512759,496.96901035016003,507.70941652808096,1250106.0,HDFCBANK.NS,2015-08-17,2015-33,2015-08,-4.758148193359375,down,,,,,
501.8424377441406,506.34647776620284,498.1929991660682,504.2676900637126,928658.0,HDFCBANK.NS,2015-08-18,2015-33,2015-08,-2.37921142578125,down,,,,,
499.76373291015625,502.14280162008185,496.59936682758786,501.14959160827976,1502288.0,HDFCBANK.NS,2015-08-19,2015-33,2015-08,-2.078704833984375,down,,,,,
496.4607238769531,501.1033727491049,493.36566222267254,493.36566222267254,1522426.0,HDFCBANK.NS,2015-08-20,2015-33,2015-08,-3.303009033203125,down,,,,,
490.2705993652344,495.6523051429015,485.51246228794696,491.51784954745534,3879486.0,HDFCBANK.NS,2015-08-21,2015-33,2015-08,-6.19012451171875,down,,,,,
470.7530822753906,482.6021568698786,467.14985540797966,482.6021568698786,7343164.0,HDFCBANK.NS,2015-08-24,2015-34,2015-08,-19.51751708984375,down,,,,,
470.4758605957031,476.8739241437317,464.5859620727545,473.3630375586484,6173960.0,HDFCBANK.NS,2015-08-25,2015-34,2015-08,-0.2772216796875,down,,,,,
468.18927001953125,475.34954005929717,466.1104819434702,469.9908976302646,2786500.0,HDFCBANK.NS,2015-08-26,2015-34,2015-08,-2.286590576171875,down,,,,,
472.16204833984375,477.86715538307647,466.1566606331283,473.5017230294888,6936716.0,HDFCBANK.NS,2015-08-27,2015-34,2015-08,3.9727783203125,up,,,,,
474.8644714355469,481.70139706210665,470.9148078881799,476.29657056961025,2776568.0,HDFCBANK.NS,2015-08-28,2015-34,2015-08,2.702423095703125,up,,,,,
474.6334533691406,477.15113034319063,469.136231137484,471.7000639249875,1720730.0,HDFCBANK.NS,2015-08-31,2015-35,2015-08,-0.23101806640625,down,,,,,
461.99908447265625,471.7924916014978,458.71923015753185,471.7924916014978,5234572.0,HDFCBANK.NS,2015-09-01,2015-35,2015-09,-12.634368896484375,down,,,,,
