Price,Close,High,Low,Open,Volume
Ticker,HINDPETRO.NS,HINDPETRO.NS,HINDPETRO.NS,HINDPETRO.NS,HINDPETRO.NS
Date,,,,,
2015-08-18,80.53700256347656,81.38943836575186,78.63715372370442,78.9590926623208,11332568
2015-08-19,79.57122039794922,81.52093687124858,79.14046778079319,80.65489228631553,7041991
2015-08-20,78.80039978027344,81.14459143698596,78.15653585690308,80.61862453720671,11185418
2015-08-21,78.02503204345703,78.67342587678434,74.75131544793553,77.6260175798014,8733426
2015-08-24,70.01758575439453,76.22041168586607,68.96564271205442,75.89848208905953,15526134
2015-08-25,74.47926330566406,75.94835480767037,68.2401649396414,71.55014966137685,20650018
2015-08-26,73.2777099609375,76.3111078690566,72.95124563302385,74.45207553928638,8861859
2015-08-27,75.38611602783203,76.1569369387312,73.7628593027967,74.36138104683707,24272959
2015-08-28,75.18661499023438,76.619433945992,74.06666097291689,75.1503422158122,16570271
2015-08-31,76.49246978759766,76.99123793290167,74.0893320097489,75.00070937233527,13365985
2015-09-01,73.89435577392578,76.34284023478479,72.93309697428222,76.34284023478479,9040707
2015-09-02,73.80086517333984,75.82504652863356,73.3100119920548,75.45106498665727,7397399
2015-09-03,74.69841766357422,75.35756539085068,72.34700259042746,74.51610215353519,8656240
2015-09-04,73.23053741455078,75.17057375489107,71.80472565970905,74.51610128573817,7540944
2015-09-07,71.93094635009766,74.32911401278713,71.52891331183578,73.37545435958181,6025934
2015-09-08,71.44009399414062,72.54334723661677,69.74782175443214,72.54334723661677,10253027
2015-09-09,73.35676574707031,74.55350966922383,72.14599607146887,72.3657088010725,11023006
2015-09-10,73.83358764648438,75.14252786772734,72.47789973215711,73.2258676363884,9990513
2015-09-11,73.71202850341797,75.01629317187982,73.04820563746095,74.60490971608216,5362976
2015-09-14,75.43235778808594,75.91853567867659,74.19354162459655,74.51142494619107,6451197
2015-09-15,75.43235778808594,76.38601738263341,74.60959557438498,75.65674573186548,5754773
2015-09-16,72.52931213378906,76.03540305014337,72.1787020791773,75.67544249529739,7270958
2015-09-18,71.0380630493164,73.48764877384063,70.45838976081114,73.48764877384063,13105023
2015-09-21,71.71590423583984,72.08521049544939,70.40228888569168,71.05675652814337,6549693
2015-09-22,71.67383575439453,73.34740695582033,70.91184212641143,72.36570062306325,10197326
2015-09-23,73.75411224365234,74.09537182093915,70.85574105448907,70.86976680578199,9395709
2015-09-24,72.590087890625,74.63764046745442,72.23012732427358,74.04862152733314,12146908
2015-09-28,72.64151763916016,73.15574225299132,71.45879476800152,72.9173285414541,7393369
2015-09-29,71.57566833496094,72.18338834950426,70.30880054673459,72.08521771182055,7040263
2015-09-30,72.36103057861328,73.67932134675121,71.58034070686014,72.00107477395935,10832055
2015-10-01,72.59477233886719,73.93643451866791,71.88420161666602,73.02017683308662,7754703
2015-10-05,73.24457550048828,73.394169105181,71.89823787313692,73.11368290196333,6582768
2015-10-06,75.44171142578125,76.0541066574215,73.29130801685713,73.39415389970642,9976675
