Price,Close,High,Low,Open,Volume
Ticker,GRSE.NS,GRSE.NS,GRSE.NS,GRSE.NS,GRSE.NS
Date,,,,,
2018-10-24,68.66899108886719,69.99272941370602,68.33805492963693,69.49632833090173,27149
2018-10-25,66.55928802490234,67.51072725042891,66.22835813087842,66.22835813087842,21834
2018-10-26,67.75892639160156,69.66179840163065,64.2841059310604,65.35964695000753,84241
2018-10-29,68.08985137939453,69.49632203867797,67.01431053729661,67.84164770442374,26963
2018-10-30,69.62043762207031,69.99273689595188,67.84166109912782,67.84166109912782,22830
2018-10-31,75.20496368408203,77.64560625434144,71.23374202147119,71.39921327279495,87409
2018-11-01,73.9639663696289,76.94237980951604,72.84706211868168,76.03230991289547,30624
2018-11-02,74.41899108886719,75.7840989600954,73.88122686839564,73.88122686839564,18226
2018-11-05,74.2948989868164,74.87403262594066,72.97115413381826,72.97115413381826,14114
2018-11-06,74.37761688232422,75.20495409722864,73.88121581579796,74.74991610419839,15975
2018-11-07,74.79129791259766,75.20496658876016,73.63302435692603,73.63302435692603,2400
2018-11-09,75.12222290039062,75.70135643572176,74.17078382484765,74.74991736017878,11883
2018-11-12,74.99813079833984,76.6941685505125,74.46036026732591,75.08086326955362,18334
2018-11-13,74.9567642211914,75.70136911423991,74.58446493070875,74.66719740502899,15387
2018-11-14,75.12222290039062,76.52869366452747,74.46035059251321,75.03948412784436,13391
2018-11-15,74.2948989868164,76.77691111806307,74.08806464254586,75.12223636389862,17775
2018-11-16,74.08806610107422,74.50173479775898,73.63302800988762,74.50173479775898,12095
2018-11-19,76.28050994873047,77.43878363482389,74.12943385289054,74.46037009350063,37250
2018-11-20,75.20496368408203,80.25172007592464,74.58446069380426,76.52870213425804,16145
2018-11-21,77.5628890991211,78.80389532470703,74.50174293417608,76.94238598632812,22903
2018-11-22,78.638427734375,80.25173324908492,76.94238342438038,77.56288651651249,28955
2018-11-26,80.78949737548828,82.56827402595516,77.10784220366921,77.10784220366921,33006
2018-11-27,80.83084869384766,82.65099447373885,79.8380464954215,79.8380464954215,18491
2018-11-28,83.27149963378906,83.93336567959561,80.99632208265866,81.78228998457976,33934
2018-11-29,83.02330017089844,84.71934422974552,82.69236397501572,82.73373336653216,28964
2018-11-30,83.23011779785156,84.30565864056045,82.60961492215374,83.39558901861999,62560
2018-12-03,79.79667663574219,83.72652864209503,79.38300800349452,83.3542293979051,59345
2018-12-04,79.962158203125,81.16179486674518,79.42438764933267,80.21035562727924,6336
2018-12-05,77.68698120117188,80.83085945617185,77.06647816651729,80.29309520913783,11471
2018-12-06,76.11503601074219,77.43877450503413,73.42618962992792,77.43877450503413,11367
2018-12-07,79.01071166992188,80.25171761238138,76.61143225208363,77.72833633788066,8342
2018-12-10,77.14921569824219,80.66539979172775,74.7913052744392,77.35605005668252,8614
2018-12-11,78.5970458984375,79.17617950127705,75.53590031985782,76.11503392269736,10421
2018-12-12,78.67977905273438,79.83805258056853,77.48014244552792,79.05208463958263,10225
2018-12-13,78.10064697265625,79.50711794048625,77.52150704136864,77.52150704136864,11705
2018-12-14,78.638427734375,79.87943391863921,76.94238342438038,78.18338960864459,11036
2018-12-17,79.09345245361328,81.9064008147172,77.35604521389958,79.38301927488502,21724
2018-12-18,78.26611328125,79.3416543780364,76.23913926663312,76.23913926663312,14255
2018-12-19,78.84526062011719,80.58266798309494,77.31468130522171,77.31468130522171,16353
2018-12-20,78.88661193847656,79.54848431711896,78.10064401191117,78.34884141983997,16419
2018-12-21,78.34883880615234,79.83804845237687,77.89380708408784,79.83804845237687,28175
2018-12-24,78.638427734375,79.83806452099685,77.06648530522358,77.76972088055652,11570
2018-12-26,78.14200592041016,79.21754694157798,76.94236935317757,77.10783428931906,22358
2018-12-27,77.10784149169922,79.79668798369204,76.19777163374907,78.63842069834638,13275
2018-12-28,77.3146743774414,78.43158487192412,76.81827321993974,76.81827321993974,8191
2018-12-31,76.73552703857422,78.59703578074988,74.62581460594232,77.72832917623508,13579
2019-01-01,76.4873275756836,77.60423793238789,76.11502833150377,77.60423793238789,6696
2019-01-02,77.23194885253906,78.18338817207632,75.12224216530471,75.28770712866609,6727
2019-01-03,77.48014831542969,77.81108453589448,74.50173495541341,77.52151139793567,27865
2019-01-04,76.4873275756836,78.34883642074755,75.94956340344216,76.4873275756836,3931
2019-01-07,78.96935272216797,83.39561288520778,76.11504120192902,77.60425105462623,40965
2019-01-08,78.47295379638672,79.75532933483268,77.81108764112723,78.96935499085225,8277
2019-01-09,77.72834014892578,80.16898907601151,77.31467148115698,79.21754987772667,7064
2019-01-10,76.9010009765625,78.92798118746381,76.40459984951336,77.3146696344506,5742
2019-01-11,77.1905746459961,77.76970824640212,76.23913546354376,77.43877205527745,6384
2019-01-14,76.52870178222656,77.93517269555329,76.19776559318416,76.19776559318416,7389
2019-01-15,78.22474670410156,79.3416508318702,76.32186832932322,76.61143513102874,15249
2019-01-16,78.01791381835938,79.09344857492277,77.14920708506168,77.93517503455351,7701
