Price,Close,High,Low,Open,Volume
Ticker,IPCALAB.NS,IPCALAB.NS,IPCALAB.NS,IPCALAB.NS,IPCALAB.NS
Date,,,,,
2015-08-18,396.7763366699219,412.4229021897685,391.94144664194255,402.34010369735296,358640
2015-08-19,410.673583984375,431.00923915453365,394.58968139131434,396.99498127311614,1393764
2015-08-20,413.4190673828125,421.7768637011337,394.7112226218751,406.2274862374975,829554
2015-08-21,416.06732177734375,422.2627767877509,405.74156342666515,412.9331444875211,1119680
2015-08-24,387.9812316894531,406.22744659471687,376.5621587289557,401.53832604770577,566348
2015-08-25,384.21533203125,393.520643052399,364.4384653784315,391.16395283951647,883012
2015-08-26,373.79241943359375,383.3164003177107,371.72726794501034,379.11322743579535,175578
2015-08-27,376.6107177734375,391.6498849187446,373.6952099452582,376.6836173323737,648906
2015-08-28,380.2065124511719,388.4185081526255,377.0723356881278,379.50192547993277,269090
2015-08-31,384.677001953125,387.51961042972175,379.0160453105742,381.3970554071681,208486
2015-09-01,382.12591552734375,396.3390165982686,375.61460266067945,383.8752084113024,462430
2015-09-02,389.1717834472656,392.62178978636246,380.52241831213803,382.6604696247035,231884
2015-09-03,385.6730651855469,396.2660700788474,382.9033270657655,396.2660700788474,157764
2015-09-04,370.0022277832031,386.30476902227605,368.00994639968803,386.30476902227605,311596
2015-09-07,364.7300720214844,371.4357647562236,360.7455677865143,368.81179545497054,797290
2015-09-08,358.51031494140625,370.51249615841675,347.6986388239967,370.51249615841675,444374
2015-09-09,360.3081970214844,366.38217202184654,358.9233425846342,365.36175608501816,259782
2015-09-10,359.7251281738281,363.78256170524554,351.02721283280476,359.0934406374765,156560
2015-09-11,363.6610107421875,370.26948309161486,360.1381055552922,362.25183680419804,234004
2015-09-14,364.46282958984375,368.56884306783263,361.0128232780193,368.56884306783263,152596
2015-09-15,364.3412780761719,368.27723132108974,362.13035730435274,368.27723132108974,116610
2015-09-16,360.13812255859375,366.38215673521256,357.14971511986903,366.3578667678408,120582
2015-09-18,358.09722900390625,364.43845213951846,357.14968309672804,361.03702658621626,330700
2015-09-21,369.3220520019531,372.6991887836967,353.3596540196283,353.7483825743562,314606
2015-09-22,363.07794189453125,380.4980906365857,361.0370803271491,373.18503054004105,210992
2015-09-23,367.71844482421875,371.72726830594956,356.83386981058993,362.03319831851155,242532
2015-09-24,374.5942077636719,376.5864597520305,365.045906953178,369.29768956328155,112084
2015-09-28,373.2335510253906,382.2716423389561,370.75538143994027,375.1772227498464,270338
2015-09-29,363.46661376953125,368.32579309800093,359.5792703067555,368.32579309800093,168842
2015-09-30,360.4539489746094,371.0955645213763,359.57930254867443,362.0088924307601,221844
2015-10-01,358.5588684082031,365.4102996636656,357.6113224708107,361.037038098542,202924
2015-10-05,355.0359802246094,362.49480927610716,353.3109476872474,359.62788136095975,209312
2015-10-06,354.50146484375,360.50256983491903,353.7482978883785,355.6919698547982,181688
2015-10-07,346.50811767578125,357.6356518590859,345.5362816652946,357.6356518590859,206006
2015-10-08,350.3225402832031,356.1535554884449,340.14255363910314,347.1883636787703,402332
2015-10-09,351.85321044921875,355.4004355606868,348.40320452703696,353.74830250443915,192382
2015-10-12,351.9018249511719,353.26238943277673,347.18841437375374,348.5975884506796,137160
2015-10-13,357.757080078125,359.91942082311584,348.18449081538694,352.77642123832766,289696
2015-10-14,360.5025939941406,362.7378050420846,357.1497477641422,360.5511739333245,138668
2015-10-15,364.389892578125,370.7554060347563,357.29547251839244,363.58811607536876,407354
2015-10-16,374.934326171875,376.5864592758016,361.6687703767438,362.49483692870706,641356
2015-10-19,371.022705078125,377.5583084992066,368.4716354261033,376.24632388940745,356182
2015-10-20,365.604736328125,372.65054773793486,364.924439225324,372.0917301421996,94936
