Price,Close,High,Low,Open,Volume
Ticker,ASTERDM.NS,ASTERDM.NS,ASTERDM.NS,ASTERDM.NS,ASTERDM.NS
Date,,,,,
2018-02-26,179.1178436279297,185.4814323106933,173.93817597031725,180.54841549391955,10499965
2018-02-27,172.85292053222656,180.00579550761177,170.78106233060137,177.58862007852878,1145778
2018-02-28,170.7810516357422,174.92478283387263,167.82124148645286,169.20248020103872,650352
2018-03-01,170.28775024414062,173.93817975715277,169.6957821914909,170.68238557632515,344030
2018-03-05,167.91990661621094,170.28776396320092,165.2560802734246,169.79446223104145,353807
2018-03-06,167.96922302246094,170.68238227833035,166.93328647752716,167.8705566641348,352589
2018-03-07,162.83889770507812,167.7225816298975,160.81635768043114,167.7225816298975,254408
2018-03-08,162.39492797851562,165.65070720146483,161.80295990832118,162.7895633223963,278456
2018-03-09,155.29136657714844,162.93754280104588,153.91012786167744,162.6908919551137,342351
2018-03-12,143.40280151367188,154.65007356972086,142.07088098271007,153.91012106460258,573969
2018-03-13,142.662841796875,145.5239853169512,138.1244606398181,142.662841796875,492289
2018-03-14,148.0891876220703,149.9637282028563,140.09769345266838,140.09769345266838,891774
2018-03-15,150.80233764648438,154.40343408093577,148.97711531131822,149.1744329829751,270273
2018-03-16,150.3090362548828,152.47956075639996,149.02644880486753,149.9637190379802,151870
2018-03-19,158.2018585205078,164.71343181711268,150.35834958043867,150.45701594050948,862382
2018-03-20,166.9333038330078,168.46254221981656,156.86995146676915,156.86995146676915,597672
2018-03-21,172.1129608154297,173.64219910249105,167.77191185961672,168.80784844468235,425159
2018-03-22,167.96922302246094,172.40893816842907,166.73596881524756,169.74511209172272,272659
2018-03-23,168.2652130126953,171.17569003410077,159.82975092521224,159.82975092521224,354286
2018-03-26,164.9600830078125,172.60625924372653,164.26946364899163,169.6957822680274,159823
2018-03-27,161.852294921875,168.11721763953952,160.81635831449586,165.7493754407074,181346
2018-03-28,167.52525329589844,171.66898439101394,161.85228398412644,162.6908878062866,467744
2018-04-02,164.91075134277344,170.090419163077,164.36813151938296,170.090419163077,72536
2018-04-03,166.24266052246094,168.0185495211124,164.86142188704986,165.99600969082525,86796
2018-04-04,165.60137939453125,169.89309496227477,160.02706139821268,165.8480302336328,207962
2018-04-05,171.61965942382812,172.06362794555258,167.77191216305175,167.77191216305175,291817
2018-04-06,171.9649658203125,173.09955364383526,168.80783813130054,171.91563264225232,111608
2018-04-09,170.4850616455078,175.61539604724962,169.84376043630735,172.65558600150945,205038
2018-04-10,169.44912719726562,171.66898475880186,168.31453935422948,170.6823813981191,55293
2018-04-11,169.25181579589844,172.65559450527059,165.8480370865263,165.8480370865263,57323
2018-04-12,166.24266052246094,170.58370913750042,165.2067240187166,169.25180367929087,78444
2018-04-13,165.1080780029297,169.0051582566244,164.3681254843406,166.24266584301728,75301
2018-04-16,165.89735412597656,166.73597302982844,163.13487667548966,164.41744903991298,73412
2018-04-17,164.22012329101562,167.7225681665444,163.77615479791982,167.7225681665444,44295
2018-04-18,162.44424438476562,165.79870498970752,161.80295819416,165.65070544654014,50154
2018-04-19,167.22926330566406,168.31453298308384,161.85227820435045,161.85227820435045,132352
2018-04-20,164.22012329101562,167.7225681665444,163.77615479791982,164.3681228249624,60921
2018-04-23,163.9241485595703,165.50272001815443,163.43084686055943,164.2201325898515,63835
2018-04-24,167.91990661621094,169.05450963280222,163.03622247870695,164.76277854126513,134664
2018-04-25,166.39065551757812,170.09041822598297,165.60138484995016,169.695782892169,88512
2018-04-26,165.00941467285156,167.919891621827,163.77616045257614,167.72257395745748,60318
2018-04-27,168.65985107421875,169.20248596427916,165.0094214432985,168.41320022004342,125265
2018-04-30,168.2652130126953,169.6957849329414,166.8839592189893,167.72257813139555,161207
2018-05-02,164.81210327148438,168.51186607290484,164.22013520150776,168.51186607290484,54250
2018-05-03,164.02281188964844,166.4399871592529,163.085541689725,165.50271695932946,50621
2018-05-04,170.23841857910156,173.6421972761979,164.07214736900931,164.07214736900931,334498
2018-05-07,176.35536193847656,177.5886162177666,170.18909054202632,171.6689956771744,304833
2018-05-08,185.53077697753906,187.84928599235798,175.61540955100375,176.6020129754476,1010936
2018-05-09,189.37850952148438,191.15439855766883,181.83099993566603,181.83099993566603,1155320
2018-05-10,184.7908172607422,191.20373927154913,182.66961094762073,189.42785016537414,250384
2018-05-11,180.94305419921875,187.45464254080645,177.58860872286925,184.14951519004833,100773
2018-05-14,179.21649169921875,182.57095210674603,177.68726855709866,178.62453872450618,109996
2018-05-15,179.46315002441406,182.42296018460368,177.98324494431927,178.4765466376842,91668
2018-05-16,182.1763153076172,182.9162678719119,177.6872817943945,177.7365999218487,95299
2018-05-17,184.9387969970703,186.4680352173997,181.83100243186266,183.36024065219206,151349
2018-05-18,185.43209838867188,188.04660632370985,183.06425634785685,184.93879670897104,221921
2018-05-21,185.53077697753906,188.4412540687737,182.7189511961247,184.8401575913031,316856
2018-05-22,177.3912811279297,184.93879055443153,175.27007494318372,181.58434526584674,157065
2018-05-23,174.62879943847656,181.04172145175394,173.592862871611,179.9564517046809,74391
2018-05-24,177.1939697265625,178.82185925109934,174.72746132309905,174.72746132309905,70053
2018-05-25,178.13124084472656,179.06851103209164,175.61539924910363,177.1939706573615,44066
2018-05-28,177.3419647216797,179.01918752458445,175.61540873690674,175.66474191877495,63997
2018-05-29,177.14463806152344,179.56181330670063,175.96071702861752,179.51248012733524,68631
2018-05-30,176.70066833496094,177.58860533991145,175.66473179293695,176.79931963863734,36181
2018-05-31,172.26095581054688,178.5258782278594,169.6957810061467,177.58860802968837,125800
2018-06-01,175.46742248535156,176.79932805619038,171.32367611996855,173.839517826273,43878
2018-06-04,175.46742248535156,177.58861379504302,172.704929926554,174.4808190753791,67815
2018-06-05,172.70492553710938,176.55267271645883,170.04109940876182,174.6287991267841,78765
2018-06-06,174.7274627685547,178.8218607304264,172.65558967075654,172.65558967075654,515871
2018-06-07,177.88458251953125,178.57520183620016,174.87543936721812,174.87543936721812,384226
2018-06-08,177.4899444580078,178.52588103199386,175.22076869659554,175.22076869659554,44043
2018-06-11,181.88034057617188,182.52162675654026,175.71406940196442,177.4899434566378,113015
2018-06-12,184.3961639404297,186.27071937716323,181.63368654629224,181.63368654629224,185230
2018-06-13,183.0642547607422,185.92539845645274,179.21649265981108,179.21649265981108,163909
2018-06-14,184.0015411376953,185.9747480131666,179.61115885064652,184.79082689875858,70312
2018-06-15,184.3468475341797,185.97473708907228,181.63368823977677,184.49483201939796,125846
2018-06-18,177.0459747314453,183.11359459224,175.61540283161295,182.52162653847415,69474
2018-06-19,175.51673889160156,178.52588227339086,171.0277054637356,173.79018294107675,75444
2018-06-20,172.80357360839844,177.0459710949203,169.30114370107142,175.6153992244719,63501
2018-06-21,171.66897583007812,175.12208741286705,171.175674175394,174.67811893452568,55985
2018-06-22,171.27435302734375,172.65559173951067,168.70917821403614,169.89309926080392,34248
2018-06-25,168.90650939941406,172.06363746162876,167.72258825788032,170.73173182279356,21335
2018-06-26,162.34559631347656,169.991772843985,160.02707224699233,168.21588367118576,56264
2018-06-27,158.05384826660156,164.61476935287774,149.17441841955235,164.61476935287774,173620
2018-06-28,157.70855712890625,158.7444786397558,154.05811256056285,155.88333484473455,50258
2018-06-29,160.5697021484375,161.55630554105463,156.52462221695805,157.8565428187404,222963
2018-07-02,165.5520477294922,166.73596875712983,156.32730024100252,159.87907837828806,47317
2018-07-03,166.24266052246094,166.83462854013544,160.91500858087866,166.09467604522834,24468
2018-07-04,167.5745849609375,168.2158711164654,163.87482239972493,166.14399806043738,29479
2018-07-05,166.6866455078125,169.5971225983295,164.8121050235808,167.82124847826728,18881
2018-07-06,164.81210327148438,169.6957871584847,164.26946838306804,168.7091837447726,28715
2018-07-09,167.17994689941406,168.6598520328778,163.77616810332214,163.77616810332214,36638
2018-07-10,169.10382080078125,172.162297436007,165.79870836400352,166.88396309745164,52339
2018-07-11,165.84803771972656,168.75851474162428,165.30540283833506,168.75851474162428,20596
2018-07-12,163.13487243652344,167.27860355895436,162.78955523699895,165.79869851134526,26593
2018-07-13,164.22012329101562,167.08128201589182,163.03620229130271,163.03620229130271,19533
2018-07-16,161.4576416015625,164.02281648258838,159.0404662642727,163.92415012009766,61671
2018-07-17,165.70004272460938,168.6598530086609,159.1884691323202,161.01367644152782,56679
2018-07-18,160.52035522460938,167.22926073088195,159.33643426570757,162.88821219678474,33602
2018-07-19,161.65496826171875,163.23352462173443,160.2243813311412,162.78955611592917,112925
2018-07-20,159.9777374267578,161.70429339983758,158.69516503311152,160.81635634971732,36259
2018-07-23,162.34559631347656,163.72683508433514,159.33645286156303,163.33219973676796,30477
2018-07-24,164.6641082763672,165.45339404001902,161.65497982490362,161.8029643192998,29145
2018-07-25,164.71343994140625,166.2426782716942,159.8297559644775,159.8297559644775,32546
2018-07-26,163.48016357421875,164.96006852218278,162.7895442760432,164.76275087332857,30883
2018-07-27,167.22926330566406,168.70916829066994,163.28285001231507,164.66408864323841,64694
2018-07-30,168.1665496826172,171.8169793204132,167.08129495482564,167.72258115514003,33496
2018-07-31,166.5386505126953,170.53439713957914,163.8748244462303,166.7359681742163,25568
2018-08-01,166.6866455078125,167.91989978806322,163.92415290917617,163.92415290917617,29038
2018-08-02,166.4399871826172,168.4131939424689,164.86143080735954,165.25606613758075,38075
2018-08-03,166.7359619140625,167.7225652389978,163.92413641624813,163.92413641624813,33571
2018-08-06,168.56118774414062,173.1488872828782,162.78955214629573,165.2560605121487,61535
2018-08-07,165.89735412597656,170.09041853649,164.8614326092305,166.73597302982844,41267
2018-08-08,164.76275634765625,168.1172016527459,164.1214702039801,165.94667733448952,175976
2018-08-09,164.71343994140625,166.73597998763393,164.02282054996533,164.76277312387495,75330
2018-08-10,165.50271606445312,167.72257365697186,164.31879502598434,165.74936690806632,55449
